Date : 2026-04-08 15:01:45
Directory : d:\workshops\eShop
Total : 821 files,  56337 codes, 1671 comments, 6996 blanks, all 65004 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| d:\workshops\eShop\src\ClientApp\Views\FiltersView.xaml.cs                                                                                          | C#                 |          9 |          0 |          3 |         12 |
| d:\workshops\eShop\src\ClientApp\Views\LoginView.xaml                                                                                               | XAML               |         77 |          0 |          8 |         85 |
| d:\workshops\eShop\src\ClientApp\Views\LoginView.xaml.cs                                                                                            | C#                 |         17 |          1 |          5 |         23 |
| d:\workshops\eShop\src\ClientApp\Views\MapView.xaml                                                                                                 | XAML               |         41 |          0 |          1 |         42 |
| d:\workshops\eShop\src\ClientApp\Views\MapView.xaml.cs                                                                                              | C#                 |         21 |          0 |          6 |         27 |
| d:\workshops\eShop\src\ClientApp\Views\MauiAuthenticationBrowser.cs                                                                                 | C#                 |         23 |          0 |          5 |         28 |
| d:\workshops\eShop\src\ClientApp\Views\OrderDetailView.xaml                                                                                         | XAML               |        187 |          4 |         15 |        206 |
| d:\workshops\eShop\src\ClientApp\Views\OrderDetailView.xaml.cs                                                                                      | C#                 |          9 |          0 |          2 |         11 |
| d:\workshops\eShop\src\ClientApp\Views\ProfileView.xaml                                                                                             | XAML               |         47 |          1 |          4 |         52 |
| d:\workshops\eShop\src\ClientApp\Views\ProfileView.xaml.cs                                                                                          | C#                 |         19 |          0 |          5 |         24 |
| d:\workshops\eShop\src\ClientApp\Views\SettingsView.xaml                                                                                            | XAML               |        148 |         96 |         14 |        258 |
| d:\workshops\eShop\src\ClientApp\Views\SettingsView.xaml.cs                                                                                         | C#                 |          9 |          0 |          2 |         11 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\BasketItemTemplate.xaml                                                                            | XAML               |        122 |          6 |          3 |        131 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\BasketItemTemplate.xaml.cs                                                                         | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\CampaignTemplate.xaml                                                                              | XAML               |         34 |          2 |          3 |         39 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\CampaignTemplate.xaml.cs                                                                           | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\OrderItemTemplate.xaml                                                                             | XAML               |         92 |          4 |          6 |        102 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\OrderItemTemplate.xaml.cs                                                                          | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\OrderTemplate.xaml                                                                                 | XAML               |         64 |          0 |          3 |         67 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\OrderTemplate.xaml.cs                                                                              | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\ProductTemplate.xaml                                                                               | XAML               |         69 |          3 |          5 |         77 |
| d:\workshops\eShop\src\ClientApp\Views\Templates\ProductTemplate.xaml.cs                                                                            | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\EventBusRabbitMQ\EventBusOptions.cs                                                                                          | C#                 |          6 |          0 |          2 |          8 |
| d:\workshops\eShop\src\EventBusRabbitMQ\EventBusRabbitMQ.csproj                                                                                     | XML                |         17 |          0 |          5 |         22 |
| d:\workshops\eShop\src\EventBusRabbitMQ\GlobalUsings.cs                                                                                             | C#                 |         10 |          0 |          1 |         11 |
| d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMQEventBus.cs                                                                                         | C#                 |        244 |         17 |         61 |        322 |
| d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMQTelemetry.cs                                                                                        | C#                 |          9 |          0 |          4 |         13 |
| d:\workshops\eShop\src\EventBusRabbitMQ\RabbitMqDependencyInjectionExtensions.cs                                                                    | C#                 |         26 |         10 |         11 |         47 |
| d:\workshops\eShop\src\EventBus\Abstractions\EventBusSubscriptionInfo.cs                                                                            | C#                 |         18 |          0 |          6 |         24 |
| d:\workshops\eShop\src\EventBus\Abstractions\IEventBus.cs                                                                                           | C#                 |          5 |          0 |          2 |          7 |
| d:\workshops\eShop\src\EventBus\Abstractions\IEventBusBuilder.cs                                                                                    | C#                 |          5 |          0 |          2 |          7 |
| d:\workshops\eShop\src\EventBus\Abstractions\IIntegrationEventHandler.cs                                                                            | C#                 |         11 |          0 |          4 |         15 |
| d:\workshops\eShop\src\EventBus\EventBus.csproj                                                                                                     | XML                |         10 |          0 |          3 |         13 |
| d:\workshops\eShop\src\EventBus\Events\IntegrationEvent.cs                                                                                          | C#                 |         13 |          0 |          4 |         17 |
| d:\workshops\eShop\src\EventBus\Extensions\EventBusBuilderExtensions.cs                                                                             | C#                 |         27 |          6 |          8 |         41 |
| d:\workshops\eShop\src\EventBus\Extensions\GenericTypeExtensions.cs                                                                                 | C#                 |         22 |          0 |          5 |         27 |
| d:\workshops\eShop\src\EventBus\GlobalUsings.cs                                                                                                     | C#                 |          2 |          0 |          1 |          3 |
| d:\workshops\eShop\src\HybridApp\App.xaml                                                                                                           | XAML               |         22 |          0 |          4 |         26 |
| d:\workshops\eShop\src\HybridApp\App.xaml.cs                                                                                                        | C#                 |         12 |          0 |          3 |         15 |
| d:\workshops\eShop\src\HybridApp\Components\Layout\FooterBar.razor                                                                                  | ASP.NET Razor      |          8 |          0 |          0 |          8 |
| d:\workshops\eShop\src\HybridApp\Components\Layout\FooterBar.razor.css                                                                              | PostCSS            |         20 |          0 |          3 |         23 |
| d:\workshops\eShop\src\HybridApp\Components\Layout\HeaderBar.razor                                                                                  | ASP.NET Razor      |         27 |          3 |          5 |         35 |
| d:\workshops\eShop\src\HybridApp\Components\Layout\HeaderBar.razor.css                                                                              | PostCSS            |         59 |          0 |         10 |         69 |
| d:\workshops\eShop\src\HybridApp\Components\Layout\MainLayout.razor                                                                                 | ASP.NET Razor      |          9 |          2 |          3 |         14 |
| d:\workshops\eShop\src\HybridApp\Components\Layout\MainLayout.razor.css                                                                             | PostCSS            |         17 |          0 |          2 |         19 |
| d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\Catalog.razor                                                                             | ASP.NET Razor      |         50 |          0 |         12 |         62 |
| d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\Catalog.razor.css                                                                         | PostCSS            |        102 |          0 |         15 |        117 |
| d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\CatalogSearch.razor                                                                       | ASP.NET Razor      |         69 |          0 |          7 |         76 |
| d:\workshops\eShop\src\HybridApp\Components\Pages\Catalog\CatalogSearch.razor.css                                                                   | PostCSS            |         93 |          0 |         15 |        108 |
| d:\workshops\eShop\src\HybridApp\Components\Pages\Item\ItemPage.razor                                                                               | ASP.NET Razor      |         72 |          5 |         11 |         88 |
| d:\workshops\eShop\src\HybridApp\Components\Pages\Item\ItemPage.razor.css                                                                           | PostCSS            |         45 |          0 |          9 |         54 |
| d:\workshops\eShop\src\HybridApp\Components\Routes.razor                                                                                            | ASP.NET Razor      |         12 |          0 |          1 |         13 |
| d:\workshops\eShop\src\HybridApp\Components\_Imports.razor                                                                                          | ASP.NET Razor      |         13 |          0 |          1 |         14 |
| d:\workshops\eShop\src\HybridApp\GlobalSuppressions.cs                                                                                              | C#                 |          8 |         22 |          2 |         32 |
| d:\workshops\eShop\src\HybridApp\HybridApp.csproj                                                                                                   | XML                |         50 |         19 |         19 |         88 |
| d:\workshops\eShop\src\HybridApp\MainPage.xaml                                                                                                      | XAML               |         12 |          0 |          3 |         15 |
| d:\workshops\eShop\src\HybridApp\MainPage.xaml.cs                                                                                                   | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\HybridApp\MauiProgram.cs                                                                                                     | C#                 |         25 |          1 |         10 |         36 |
| d:\workshops\eShop\src\HybridApp\Platforms\Android\AndroidManifest.xml                                                                              | XML                |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\HybridApp\Platforms\Android\MainActivity.cs                                                                                  | C#                 |          8 |          0 |          3 |         11 |
| d:\workshops\eShop\src\HybridApp\Platforms\Android\MainApplication.cs                                                                               | C#                 |         12 |          0 |          4 |         16 |
| d:\workshops\eShop\src\HybridApp\Platforms\Android\Resources\values\colors.xml                                                                      | XML                |          6 |          0 |          0 |          6 |
| d:\workshops\eShop\src\HybridApp\Platforms\Android\Resources\xml\network_security_config.xml                                                        | XML                |          6 |          0 |          0 |          6 |
| d:\workshops\eShop\src\HybridApp\Platforms\MacCatalyst\AppDelegate.cs                                                                               | C#                 |          7 |          0 |          3 |         10 |
| d:\workshops\eShop\src\HybridApp\Platforms\MacCatalyst\Program.cs                                                                                   | C#                 |         10 |          3 |          3 |         16 |
| d:\workshops\eShop\src\HybridApp\Platforms\Tizen\Main.cs                                                                                            | C#                 |         13 |          0 |          4 |         17 |
| d:\workshops\eShop\src\HybridApp\Platforms\Tizen\tizen-manifest.xml                                                                                 | XML                |         15 |          0 |          0 |         15 |
| d:\workshops\eShop\src\HybridApp\Platforms\Windows\App.xaml                                                                                         | XAML               |          7 |          0 |          2 |          9 |
| d:\workshops\eShop\src\HybridApp\Platforms\Windows\App.xaml.cs                                                                                      | C#                 |         10 |          9 |          5 |         24 |
| d:\workshops\eShop\src\HybridApp\Platforms\iOS\AppDelegate.cs                                                                                       | C#                 |          7 |          0 |          3 |         10 |
| d:\workshops\eShop\src\HybridApp\Platforms\iOS\Program.cs                                                                                           | C#                 |         10 |          3 |          3 |         16 |
| d:\workshops\eShop\src\HybridApp\Properties\launchSettings.json                                                                                     | JSON               |          8 |          0 |          0 |          8 |
| d:\workshops\eShop\src\HybridApp\Resources\AppIcon\appicon.svg                                                                                      | XML                |          4 |          0 |          0 |          4 |
| d:\workshops\eShop\src\HybridApp\Resources\AppIcon\appiconfg.svg                                                                                    | XML                |         41 |          1 |          2 |         44 |
| d:\workshops\eShop\src\HybridApp\Resources\Images\dotnet_bot.svg                                                                                    | XML                |         93 |          0 |          1 |         94 |
| d:\workshops\eShop\src\HybridApp\Resources\Splash\splash.svg                                                                                        | XML                |         41 |          1 |          2 |         44 |
| d:\workshops\eShop\src\HybridApp\Services\CatalogJsonContext.cs                                                                                     | C#                 |         14 |          0 |          2 |         16 |
| d:\workshops\eShop\src\HybridApp\Services\CatalogService.cs                                                                                         | C#                 |         57 |          0 |         13 |         70 |
| d:\workshops\eShop\src\HybridApp\Services\ProductImageUrlProvider.cs                                                                                | C#                 |          7 |          0 |          3 |         10 |
| d:\workshops\eShop\src\HybridApp\wwwroot\css\app.css                                                                                                | PostCSS            |        145 |         14 |         25 |        184 |
| d:\workshops\eShop\src\HybridApp\wwwroot\css\normalize.css                                                                                          | PostCSS            |        146 |        126 |         72 |        344 |
| d:\workshops\eShop\src\HybridApp\wwwroot\icons\arrow-left.svg                                                                                       | XML                |          5 |          0 |          1 |          6 |
| d:\workshops\eShop\src\HybridApp\wwwroot\icons\cart.svg                                                                                             | XML                |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\HybridApp\wwwroot\icons\close.svg                                                                                            | XML                |          6 |          0 |          1 |          7 |
| d:\workshops\eShop\src\HybridApp\wwwroot\icons\filters.svg                                                                                          | XML                |          5 |          0 |          1 |          6 |
| d:\workshops\eShop\src\HybridApp\wwwroot\icons\trash.svg                                                                                            | XML                |          6 |          0 |          1 |          7 |
| d:\workshops\eShop\src\HybridApp\wwwroot\icons\user.svg                                                                                             | XML                |          4 |          0 |          1 |          5 |
| d:\workshops\eShop\src\HybridApp\wwwroot\images\apple-pay.svg                                                                                       | XML                |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\HybridApp\wwwroot\images\google-pay.svg                                                                                      | XML                |         17 |          0 |          1 |         18 |
| d:\workshops\eShop\src\HybridApp\wwwroot\images\logo-footer.svg                                                                                     | XML                |         31 |          0 |          1 |         32 |
| d:\workshops\eShop\src\HybridApp\wwwroot\images\logo-header.svg                                                                                     | XML                |         18 |          0 |          0 |         18 |
| d:\workshops\eShop\src\HybridApp\wwwroot\index.html                                                                                                 | HTML               |         18 |          0 |          6 |         24 |
| d:\workshops\eShop\src\Identity.API\Configuration\Config.cs                                                                                         | C#                 |        174 |          9 |         10 |        193 |
| d:\workshops\eShop\src\Identity.API\Data\ApplicationDbContext.cs                                                                                    | C#                 |         12 |          8 |          3 |         23 |
| d:\workshops\eShop\src\Identity.API\Data\Migrations\20230925223402_InitialMigration.Designer.cs                                                     | C#                 |        241 |          2 |         82 |        325 |
| d:\workshops\eShop\src\Identity.API\Data\Migrations\20230925223402_InitialMigration.cs                                                              | C#                 |        210 |          3 |         23 |        236 |
| d:\workshops\eShop\src\Identity.API\Data\Migrations\ApplicationDbContextModelSnapshot.cs                                                            | C#                 |        239 |          1 |         82 |        322 |
| d:\workshops\eShop\src\Identity.API\GlobalUsings.cs                                                                                                 | C#                 |         43 |          0 |        114 |        157 |
| d:\workshops\eShop\src\Identity.API\Identity.API.csproj                                                                                             | XML                |         50 |          1 |          7 |         58 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\ForgotPasswordViewModel.cs                                                             | C#                 |          9 |          0 |          1 |         10 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\LoggedOutViewModel.cs                                                                  | C#                 |          9 |          0 |          1 |         10 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\LoginViewModel.cs                                                                      | C#                 |         15 |          0 |          3 |         18 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\LogoutViewModel.cs                                                                     | C#                 |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\RedirectViewModel.cs                                                                   | C#                 |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\RegisterViewModel.cs                                                                   | C#                 |         20 |          0 |          4 |         24 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\ResetPasswordViewModel.cs                                                              | C#                 |         18 |          0 |          4 |         22 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\SendCodeViewModel.cs                                                                   | C#                 |         10 |          0 |          4 |         14 |
| d:\workshops\eShop\src\Identity.API\Models\AccountViewModels\VerifyCodeViewModel.cs                                                                 | C#                 |         15 |          0 |          5 |         20 |
| d:\workshops\eShop\src\Identity.API\Models\ApplicationUser.cs                                                                                       | C#                 |         30 |          1 |          1 |         32 |
| d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ConsentInputModel.cs                                                                   | C#                 |         11 |          0 |          1 |         12 |
| d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ConsentOptions.cs                                                                      | C#                 |         11 |          0 |          2 |         13 |
| d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ConsentViewModel.cs                                                                    | C#                 |         12 |          0 |          2 |         14 |
| d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ProcessConsentResult.cs                                                                | C#                 |         13 |          0 |          3 |         16 |
| d:\workshops\eShop\src\Identity.API\Models\ConsentViewModels\ScopeViewModel.cs                                                                      | C#                 |         12 |          0 |          1 |         13 |
| d:\workshops\eShop\src\Identity.API\Models\ErrorViewModel.cs                                                                                        | C#                 |          7 |          2 |          1 |         10 |
| d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\AddPhoneNumberViewModel.cs                                                              | C#                 |         10 |          0 |          1 |         11 |
| d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\ChangePasswordViewModel.cs                                                              | C#                 |         19 |          0 |          3 |         22 |
| d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\ConfigureTwoFactorViewModel.cs                                                          | C#                 |          8 |          0 |          2 |         10 |
| d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\FactorViewModel.cs                                                                      | C#                 |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\IndexViewModel.cs                                                                       | C#                 |         11 |          0 |          5 |         16 |
| d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\SetPasswordViewModel.cs                                                                 | C#                 |         15 |          0 |          2 |         17 |
| d:\workshops\eShop\src\Identity.API\Models\ManageViewModels\VerifyPhoneNumberViewModel.cs                                                           | C#                 |         12 |          0 |          2 |         14 |
| d:\workshops\eShop\src\Identity.API\Program.cs                                                                                                      | C#                 |         35 |          7 |         16 |         58 |
| d:\workshops\eShop\src\Identity.API\Properties\launchSettings.json                                                                                  | JSON               |         20 |          0 |          0 |         20 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\AccountController.cs                                                                         | C#                 |        231 |         54 |         49 |        334 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\AccountOptions.cs                                                                            | C#                 |         10 |          2 |          5 |         17 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\ExternalController.cs                                                                        | C#                 |        166 |         38 |         35 |        239 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\ExternalProvider.cs                                                                          | C#                 |          6 |          2 |          3 |         11 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\LoggedOutViewModel.cs                                                                        | C#                 |         11 |          2 |          6 |         19 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\LoginInputModel.cs                                                                           | C#                 |         10 |          2 |          4 |         16 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\LoginViewModel.cs                                                                            | C#                 |         10 |          2 |          6 |         18 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\LogoutInputModel.cs                                                                          | C#                 |          5 |          2 |          4 |         11 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\LogoutViewModel.cs                                                                           | C#                 |          5 |          2 |          4 |         11 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Account\RedirectViewModel.cs                                                                         | C#                 |          5 |          2 |          5 |         12 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ConsentController.cs                                                                         | C#                 |        187 |         27 |         34 |        248 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ConsentInputModel.cs                                                                         | C#                 |          9 |          2 |          4 |         15 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ConsentOptions.cs                                                                            | C#                 |          9 |          2 |          5 |         16 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ConsentViewModel.cs                                                                          | C#                 |         10 |          2 |          5 |         17 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ProcessConsentResult.cs                                                                      | C#                 |         11 |          2 |          5 |         18 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Consent\ScopeViewModel.cs                                                                            | C#                 |         10 |          2 |          4 |         16 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Device\DeviceAuthorizationInputModel.cs                                                              | C#                 |          5 |          2 |          4 |         11 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Device\DeviceAuthorizationViewModel.cs                                                               | C#                 |          6 |          2 |          4 |         12 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Device\DeviceController.cs                                                                           | C#                 |        173 |         10 |         32 |        215 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Diagnostics\DiagnosticsController.cs                                                                 | C#                 |         16 |          2 |          5 |         23 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Diagnostics\DiagnosticsViewModel.cs                                                                  | C#                 |         19 |          2 |          8 |         29 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Extensions.cs                                                                                        | C#                 |         15 |          4 |          4 |         23 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Grants\GrantsController.cs                                                                           | C#                 |         63 |         11 |         12 |         86 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Grants\GrantsViewModel.cs                                                                            | C#                 |         17 |          2 |          5 |         24 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Home\ErrorViewModel.cs                                                                               | C#                 |         12 |          2 |          5 |         19 |
| d:\workshops\eShop\src\Identity.API\Quickstart\Home\HomeController.cs                                                                               | C#                 |         43 |          8 |          8 |         59 |
| d:\workshops\eShop\src\Identity.API\Quickstart\SecurityHeadersAttribute.cs                                                                          | C#                 |         33 |         12 |          8 |         53 |
| d:\workshops\eShop\src\Identity.API\Services\EFLoginService.cs                                                                                      | C#                 |         29 |          0 |          6 |         35 |
| d:\workshops\eShop\src\Identity.API\Services\ILoginService.cs                                                                                       | C#                 |         10 |          0 |          4 |         14 |
| d:\workshops\eShop\src\Identity.API\Services\IRedirectService.cs                                                                                    | C#                 |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\Identity.API\Services\ProfileService.cs                                                                                      | C#                 |         93 |          0 |         26 |        119 |
| d:\workshops\eShop\src\Identity.API\Services\RedirectService.cs                                                                                     | C#                 |         24 |          0 |          6 |         30 |
| d:\workshops\eShop\src\Identity.API\UsersSeed.cs                                                                                                    | C#                 |         87 |          0 |         12 |         99 |
| d:\workshops\eShop\src\Identity.API\Views\Account\AccessDenied.cshtml                                                                               | ASP.NET Razor      |          6 |          0 |          1 |          7 |
| d:\workshops\eShop\src\Identity.API\Views\Account\LoggedOut.cshtml                                                                                  | ASP.NET Razor      |         29 |          0 |          6 |         35 |
| d:\workshops\eShop\src\Identity.API\Views\Account\Login.cshtml                                                                                      | ASP.NET Razor      |         44 |          0 |          3 |         47 |
| d:\workshops\eShop\src\Identity.API\Views\Account\Logout.cshtml                                                                                     | ASP.NET Razor      |         13 |          0 |          3 |         16 |
| d:\workshops\eShop\src\Identity.API\Views\Consent\Index.cshtml                                                                                      | ASP.NET Razor      |         97 |          0 |          8 |        105 |
| d:\workshops\eShop\src\Identity.API\Views\Device\Success.cshtml                                                                                     | ASP.NET Razor      |          6 |          0 |          2 |          8 |
| d:\workshops\eShop\src\Identity.API\Views\Device\UserCodeCapture.cshtml                                                                             | ASP.NET Razor      |         19 |          0 |          5 |         24 |
| d:\workshops\eShop\src\Identity.API\Views\Device\UserCodeConfirmation.cshtml                                                                        | ASP.NET Razor      |        101 |          0 |          8 |        109 |
| d:\workshops\eShop\src\Identity.API\Views\Diagnostics\Index.cshtml                                                                                  | ASP.NET Razor      |         57 |          0 |          8 |         65 |
| d:\workshops\eShop\src\Identity.API\Views\Grants\Index.cshtml                                                                                       | ASP.NET Razor      |         83 |          0 |          4 |         87 |
| d:\workshops\eShop\src\Identity.API\Views\Home\Index.cshtml                                                                                         | ASP.NET Razor      |         29 |          0 |          4 |         33 |
| d:\workshops\eShop\src\Identity.API\Views\Shared\Error.cshtml                                                                                       | ASP.NET Razor      |         34 |          0 |          7 |         41 |
| d:\workshops\eShop\src\Identity.API\Views\Shared\Redirect.cshtml                                                                                    | ASP.NET Razor      |          9 |          0 |          3 |         12 |
| d:\workshops\eShop\src\Identity.API\Views\Shared\_Layout.cshtml                                                                                     | ASP.NET Razor      |         43 |          0 |          9 |         52 |
| d:\workshops\eShop\src\Identity.API\Views\Shared\_ScopeListItem.cshtml                                                                              | ASP.NET Razor      |         33 |          0 |          1 |         34 |
| d:\workshops\eShop\src\Identity.API\Views\Shared\_ValidationSummary.cshtml                                                                          | ASP.NET Razor      |          7 |          0 |          0 |          7 |
| d:\workshops\eShop\src\Identity.API\Views\_ViewImports.cshtml                                                                                       | ASP.NET Razor      |          2 |          0 |          1 |          3 |
| d:\workshops\eShop\src\Identity.API\Views\_ViewStart.cshtml                                                                                         | ASP.NET Razor      |          3 |          0 |          1 |          4 |
| d:\workshops\eShop\src\Identity.API\appsettings.Development.json                                                                                    | JSON               |          5 |          0 |          0 |          5 |
| d:\workshops\eShop\src\Identity.API\appsettings.json                                                                                                | JSON               |         12 |          0 |          1 |         13 |
| d:\workshops\eShop\src\Identity.API\bundleconfig.json                                                                                               | JSON               |         19 |          5 |          1 |         25 |
| d:\workshops\eShop\src\Identity.API\libman.json                                                                                                     | JSON               |         34 |          0 |          0 |         34 |
| d:\workshops\eShop\src\Identity.API\wwwroot\_references.js                                                                                          | JavaScript         |          0 |          6 |          1 |          7 |
| d:\workshops\eShop\src\Identity.API\wwwroot\css\site.css                                                                                            | PostCSS            |        923 |         27 |        186 |      1,136 |
| d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Montserrat-Bold.svg                                                                               | XML                |      1,933 |          0 |          1 |      1,934 |
| d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Montserrat-Regular.svg                                                                            | XML                |      1,743 |          0 |          1 |      1,744 |
| d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-Bold.svg                                                                                   | XML                |      3,184 |          0 |          1 |      3,185 |
| d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-ExtraLight.svg                                                                             | XML                |      2,860 |          0 |          1 |      2,861 |
| d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-Light.svg                                                                                  | XML                |      2,902 |          0 |          1 |      2,903 |
| d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-Medium.svg                                                                                 | XML                |      3,232 |          0 |          1 |      3,233 |
| d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-Regular.svg                                                                                | XML                |      2,720 |          0 |          1 |      2,721 |
| d:\workshops\eShop\src\Identity.API\wwwroot\fonts\Oswald-SemiBold.svg                                                                               | XML                |      3,197 |          0 |          1 |      3,198 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\arrow-right.svg                                                                                  | XML                |          1 |          0 |          0 |          1 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\banner1.svg                                                                                      | XML                |          1 |          0 |          0 |          1 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\banner2.svg                                                                                      | XML                |          1 |          0 |          0 |          1 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\banner3.svg                                                                                      | XML                |          1 |          0 |          0 |          1 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\banner4.svg                                                                                      | XML                |          1 |          0 |          0 |          1 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\check.svg                                                                                        | XML                |          7 |          0 |          1 |          8 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\logo-footer.svg                                                                                  | XML                |         31 |          0 |          1 |         32 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\logo-header.svg                                                                                  | XML                |         18 |          0 |          0 |         18 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\logo.svg                                                                                         | XML                |         13 |          1 |          0 |         14 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\logo_color.svg                                                                                   | XML                |         13 |          1 |          0 |         14 |
| d:\workshops\eShop\src\Identity.API\wwwroot\images\main_banner_text.svg                                                                             | XML                |          6 |          0 |          0 |          6 |
